"","region","city","n","lat","long"
"770","VA","Norfolk",2,36.8493695,-76.2899539
"771","VA","Richmond",4,37.5385087,-77.43428
"772","VA","Roanoke",1,37.270973,-79.9414313
"773","VA","Salem",1,37.293198,-80.0556773
"774","VA","Springfield",1,38.7791227,-77.1861196
"775","VA","Sterling",1,39.0017455,-77.4033349
"776","VA","Warrenton",1,38.7135498,-77.795367
"777","VA","Waynesboro",1,38.0686668,-78.8893999
"778","VA","Williamsburg",1,37.2708788,-76.7074042
"779","VA","Winchester",1,39.1852184,-78.1652404
"780","VA","Woodbridge",1,38.6626561,-77.2530729
"781","WA","Arlington",1,48.1810957,-122.1389548
"782","WA","Auburn",1,47.3075369,-122.2301808
"783","WA","Bellevue",1,47.6144219,-122.192337
"784","WA","Bellingham",2,48.7544012,-122.478836
"785","WA","Burlington",2,48.4738136,-122.330453
"786","WA","Everett",1,47.9793437,-122.2127011
"787","WA","Kennewick",2,46.2087066,-119.119919
"788","WA","Kent",1,47.3826903,-122.2270272
"789","WA","Kirkland",1,47.6765382,-122.2070775
"790","WA","Lacey",1,47.0263876,-122.8072257
"791","WA","Lakewood",1,47.1717649,-122.518458
"792","WA","Longview",1,46.1377048,-122.934462
"793","WA","Lynnwood",1,47.8278656,-122.3053932
"794","WA","Marysville",1,48.0517429,-122.1768209
"795","WA","Olympia",2,47.0451022,-122.8950075
"796","WA","Poulsbo",1,47.7391366,-122.63928
"797","WA","Puyallup",1,47.1849009,-122.29214
"798","WA","Redmond",1,47.6694141,-122.1238767
"799","WA","Richland",1,46.2804298,-119.275205
"800","WA","Seattle",2,47.6038321,-122.330062
"801","WA","Shoreline",1,47.7564667,-122.3437497
"802","WA","Silverdale",1,47.6594091,-122.6766317
"803","WA","Spanaway",1,47.0979462,-122.4243422
"804","WA","Spokane",3,47.6571934,-117.42351
"805","WA","Tacoma",3,47.2455013,-122.438329
"806","WA","Tukwila",1,47.4627356,-122.2559156
"807","WA","Vancouver",3,45.6306954,-122.6744557
"808","WA","Woodinville",1,47.7545827,-122.1588902
"809","WV","Barboursville",1,38.4095298,-82.2945923
"810","WV","Beckley",1,37.7781702,-81.1881557
"811","WV","Bridgeport",1,39.2864787,-80.2561981
"812","WV","Charleston",1,38.3505995,-81.6332812
"813","WV","Martinsburg",1,39.4562528,-77.9639604
"814","WV","Morgantown",1,39.6296809,-79.9559437
"815","WV","Vienna",1,39.3208866,-81.5512639
"816","WI","Appleton",1,44.2613967,-88.4069744
"817","WI","Ashwaubenon",1,44.4752606,-88.060735
"818","WI","Brookfield",1,43.0615578,-88.1260678
"819","WI","Cudahy",1,42.959738,-87.861471
"820","WI","Glendale",1,43.1250236,-87.9285922
"821","WI","Greendale",1,42.9406083,-87.995993
"822","WI","Janesville",1,42.6829765,-89.0226793
"823","WI","Kenosha",1,42.5846773,-87.8212263
"824","WI","Madison",2,43.074761,-89.3837613
"825","WI","Milwaukee",1,43.0386475,-87.9090751
"826","WI","Onalaska",1,43.8830606,-91.2343539
"827","WI","Oshkosh",1,44.0206919,-88.5408574
"828","WI","Racine",1,42.7313756,-87.7834769
"829","WI","Waukesha",1,43.0115598,-88.2316352
"830","WI","Wausau",1,44.9597858,-89.6272791
"831","WY","Casper",1,42.8501191,-106.325138
"832","WY","Cheyenne",1,41.139981,-104.820246
"833","WY","Jackson",1,43.479965,-110.761815
"834","AB","Airdrie",1,51.28597,-114.01062
"835","AB","Calgary",2,51.0456064,-114.057541
"836","AB","Edmonton",3,53.5462055,-113.491241
"837","AB","Lloydminster",1,53.279995,-110.00885
"838","BC","Abbotsford",1,49.0521162,-122.329479
"839","BC","Coquitlam",1,49.2842958,-122.793281
"840","BC","Delta",1,49.0846258,-123.057938
"841","BC","Kamloops",1,50.6758269,-120.339415
"842","BC","Kelowna",1,49.8879177,-119.495902
"843","BC","Nanaimo",1,49.163877,-123.938122
"844","BC","Richmond",1,49.163168,-123.137414
"845","BC","Surrey",1,49.1913033,-122.849143
"846","BC","Vancouver",1,49.2608724,-123.113952
"847","BC","Victoria",1,48.4283182,-123.364953
"848","MB","Brandon",1,49.8511143,-99.9608924
"849","MB","Winnipeg",3,49.8955367,-97.1384584
"850","NB","Dieppe",1,46.0966797,-64.7357347
"851","NB","Fredericton",1,45.963233,-66.6432356
"852","NS","Halifax",1,44.648618,-63.5859487
"853","ON","Aurora",1,43.99973,-79.467545
"854","ON","Barrie",1,44.3893208,-79.6901302
"855","ON","Brampton",1,43.685832,-79.7599366
"856","ON","Brantford",1,43.1408157,-80.2631733
"857","ON","Burlington",1,43.3248924,-79.7966835
"858","ON","Cambridge",1,43.3600536,-80.3123023
"859","ON","Chatham",1,42.4057219,-82.1853837
"860","ON","Cornwall",1,45.0184417,-74.728703
"861","ON","Guelph",1,43.5460516,-80.2493276
"862","ON","Hamilton",2,43.2560802,-79.8728583
"863","ON","Kingston",1,44.230687,-76.481323
"864","ON","Kitchener",2,43.451291,-80.4927815
"865","ON","Lasalle",1,42.2450635,-83.0606534
"866","ON","London",1,42.9832406,-81.243372
"867","ON","Mississauga",3,43.5896231,-79.6443879
"868","ON","Newmarket",1,44.056258,-79.461708
"869","ON","Oakville",1,43.447436,-79.666672
"870","ON","Oshawa",1,43.8975558,-78.8635324
"871","ON","Ottawa",2,45.4208777,-75.6901106
"872","ON","Pickering",1,43.835765,-79.090576
"873","ON","Sarnia",1,42.9743821,-82.403533
"874","ON","Toronto",3,43.6534817,-79.3839347
"875","ON","Vaughan",1,43.7941544,-79.5268023
"876","ON","Whitby",1,43.87982,-78.9421751
"877","PE","Charlottetown",1,46.234953,-63.132935
"878","QC","Brossard",1,45.4554579,-73.4678695
"879","QC","Drummondville",1,45.8864303,-72.5018764
"880","QC","Granby",1,45.3990409,-72.721834
"881","QC","Laval",1,45.5571125,-73.7211779
"882","QC","Montreal",1,45.5031824,-73.5698065
"883","QC","Saguenay",1,48.405959,-71.069183
"884","SK","Regina",1,50.4479733,-104.6158764
"885","SK","Saskatoon",2,52.131802,-106.660767
"886","AL","Pell City",1,33.5862149,-86.2860888
"887","AL","Spanish Fort",1,30.6754503,-87.9040269
"888","AZ","Apache Junction",1,33.4150485,-111.549577
"889","AZ","Bullhead City",1,35.1477774,-114.568298
"890","AZ","Casa Grande",1,32.8772834,-111.7536818
"891","AZ","Green Valley",1,31.8542511,-110.993701
"892","AZ","Oro Valley",1,32.4000525,-110.955317
"893","AZ","Show Low",1,34.2542084,-110.029832
"894","AZ","Sierra Vista",1,31.5545973,-110.2997756
"895","AR","Fort Smith",1,35.3880338,-94.4265011
"896","AR","Little Rock",1,34.7465071,-92.2896267
"897","AR","North Little Rock",1,34.769536,-92.2670941
"898","CA","Apple Valley",1,34.5008311,-117.1858759
"899","CA","Bakersfield",1,35.3738712,-119.019463
"900","CA","Baldwin Park",1,34.0854739,-117.9611761
"901","CA","Buena Park",1,33.870413,-117.9962165
"902","CA","Cathedral City",1,33.7810031,-116.464076
"903","CA","Chino Hills",1,33.9926803,-117.760056
"904","CA","Chula Vista",2,32.6400541,-117.084195
"905","CA","Citrus Heights",1,38.7071247,-121.2810611
"906","CA","Costa Mesa",1,33.6633386,-117.903317
"907","CA","Culver City",1,34.0211224,-118.396466
"908","CA","Daly City",2,37.6904826,-122.47267
"909","CA","El Cajon",3,32.7947731,-116.962526
"910","CA","El Centro",2,32.792,-115.563051
"911","CA","El Cerrito",1,37.9154056,-122.301411
"912","CA","Elk Grove",2,38.4087993,-121.3716178
"913","CA","Fountain Valley",1,33.7038145,-117.9627349
"914","CA","Jurupa Valley",1,33.9798472,-117.4515754
"915","CA","La Habra",1,33.9316066,-117.9454867
"916","CA","La Mesa",1,32.7678288,-117.0230839
"917","CA","La Verne",1,34.1008426,-117.7678355
"918","CA","Lake Elsinore",2,33.6680772,-117.3272615
"919","CA","Long Beach",1,33.7690164,-118.191604
"920","CA","Los Angeles",7,34.0536909,-118.242766
"921","CA","Marina del Rey",1,33.9776848,-118.448647
"922","CA","Mission Viejo",1,33.5965685,-117.659405
"923","CA","Moreno Valley",1,33.9375177,-117.2305791
"924","CA","Morgan Hill",1,37.130408,-121.6544974
"925","CA","National City",2,32.6781085,-117.0991967
"926","CA","Paso Robles",1,35.6262618,-120.6901319
"927","CA","Pico Rivera",2,33.9830688,-118.096735
"928","CA","Pleasant Hill",1,37.9479786,-122.0607963
"929","CA","Rancho Cucamonga",1,34.1033192,-117.575173
"930","CA","Redwood City",1,37.4863239,-122.232523
"931","CA","Rohnert Park",1,38.3396367,-122.701098
"932","CA","Rolling Hills Estates",1,33.7877943,-118.3581284
"933","CA","San Bernardino",1,34.1081621,-117.28946
"934","CA","San Clemente",1,33.4270275,-117.6124179
"935","CA","San Jose",5,37.3361663,-121.890591
"936","CA","San Luis Obispo",1,35.2827525,-120.659615
"937","CA","San Mateo",1,37.5629997,-122.3253265
"938","CA","San Rafael",1,37.9747795,-122.5316686
"939","CA","San Ramon",1,37.7648021,-121.9544387
"940","CA","Sand City",1,36.6171819,-121.848285
"941","CA","Santa Ana",1,33.7494951,-117.873221
"942","CA","Santa Clarita",2,34.4127963,-118.5538088
"943","CA","Santa Cruz",1,36.9743626,-122.0294673
"944","CA","Santa Maria",1,34.9531295,-120.435857
"945","CA","Santa Rosa",2,38.4404925,-122.7141049
"946","CA","Simi Valley",1,34.2677404,-118.7538071
"947","CA","Thousand Oaks",1,34.1705609,-118.8375937
"948","CA","West Covina",1,34.0686208,-117.9389526
"949","CA","Woodland Hills",1,34.1684364,-118.6058382
"950","CA","Yuba City",1,39.1404477,-121.6169108
"951","CO","Colorado Springs",5,38.8339578,-104.825348
"952","CO","Fort Collins",2,40.5871782,-105.0770113
"953","CO","Glenwood Springs",1,39.5466381,-107.3246941
"954","CO","Grand Junction",2,39.0672568,-108.56448
"955","FL","Altamonte Springs",1,28.6619154,-81.3885899
"956","FL","Avon Park",1,27.5960827,-81.5060858
"957","FL","Boca Raton",1,26.3586885,-80.0830984
"958","FL","Boynton Beach",1,26.5256179,-80.0666026
"959","FL","Coral Springs",1,26.271192,-80.2706044
"960","FL","Dade City",1,28.3647248,-82.1959178
"961","FL","Daytona Beach",1,29.2108147,-81.0228331
"962","FL","Delray Beach",1,26.4614625,-80.0728201
"963","FL","Fort Myers",1,26.640628,-81.8723084
"964","FL","Fort Walton Beach",1,30.4057552,-86.618842
"965","FL","Hallandale Beach",1,25.9812025,-80.148379
"966","FL","Jacksonville Beach",1,30.2946859,-81.3931396
"967","FL","Jensen Beach",1,27.2500487,-80.2304161
"968","FL","Lake City",1,30.1894252,-82.6394803
"969","FL","Lake Mary",1,28.7562749,-81.322093
"970","FL","Merritt Island",1,28.3581193,-80.6968385
"971","FL","North Fort Myers",1,26.6728666,-81.8840848
"972","FL","Oakland Park",1,26.1723065,-80.1319893
"973","FL","Orange City",1,28.9488761,-81.2986741
"974","FL","Orange Park",1,30.1654707,-81.7016346
"975","FL","Palm Beach Gardens",1,26.8233946,-80.1386547
"976","FL","Palm Harbor",1,28.0780718,-82.7637127
"977","FL","Panama City",1,30.1586518,-85.6602936
"978","FL","Panama City Beach",1,30.1765914,-85.805386
"979","FL","Pembroke Pines",1,26.0061943,-80.2872086
"980","FL","Plant City",1,28.01633,-82.1234803
"981","FL","Port Charlotte",1,26.9761707,-82.0906448
"982","FL","Port Richey",1,28.2716755,-82.7195451
"983","FL","Port St. Lucie",1,27.2939333,-80.3503283
"984","FL","Royal Palm Beach",1,26.7050822,-80.2279519
"985","FL","South Miami",1,25.7076017,-80.2933846
"986","FL","Spring Hill",1,28.4635266,-82.5363557
"987","FL","St. Augustine",1,29.8946952,-81.3145395
"988","FL","St. Cloud",1,28.2498534,-81.2839038
"989","FL","St. Petersburg",3,27.7700475,-82.6359078
"990","FL","Vero Beach",1,27.6387163,-80.3975399
"991","FL","West Melbourne",1,28.0736261,-80.6718389
"992","FL","West Palm Beach",1,26.715364,-80.0532942
"993","FL","Winter Garden",1,28.5656649,-81.5856742
"994","FL","Winter Haven",1,28.0222435,-81.7328568
"995","GA","Warner Robins",1,32.6200973,-83.606568
"996","ID","Coeur d'Alene",1,47.6742994,-116.7811531
"997","ID","Idaho Falls",1,43.4887907,-112.03628
"998","ID","Twin Falls",1,42.5558542,-114.4700684
"999","IL","Arlington Heights",1,42.0811563,-87.9802164
"1000","IL","Crystal Lake",1,42.2411344,-88.3161965
"1001","IL","Des Plaines",1,42.0415823,-87.8873916
"1002","IL","Downers Grove",1,41.7936822,-88.0102281
"1003","IL","East Peoria",1,40.666149,-89.5800978
"1004","IL","Fairview Heights",2,38.5889386,-89.990382
"1005","IL","Granite City",1,38.7014389,-90.1487199
"1006","IL","Loves Park",1,42.3200189,-89.0581621
"1007","IL","Melrose Park",1,41.900299,-87.8569745
"1008","IL","Orland Park",1,41.630663,-87.8536288
"1009","IL","Round Lake Beach",1,42.3716881,-88.0900806
"1010","IL","South Barrington",1,42.088522,-88.1484037
"1011","IL","Vernon Hills",1,42.2373152,-87.9649487
"1012","IN","Fort Wayne",2,41.0799898,-85.1386015
"1013","IN","Michigan City",1,41.7075394,-86.8950297
"1014","IN","South Bend",1,41.6833813,-86.2500066
"1015","IN","Terre Haute",1,39.4667025,-87.4139119
"1016","IA","Cedar Rapids",1,41.9758872,-91.6704053
"1017","IA","Council Bluffs",1,41.258841,-95.8519484
"1018","IA","Des Moines",1,41.5868654,-93.6249494
"1019","IA","Iowa City",1,41.6612561,-91.5299106
"1020","IA","Sioux City",1,42.4966815,-96.4058782
"1021","IA","West Des Moines",1,41.5644476,-93.7594059
"1022","KS","Garden City",1,37.9716898,-100.8726618
"1023","KY","Bowling Green",1,36.9929203,-86.4428677
"1024","LA","Baton Rouge",2,30.4494155,-91.1869659
"1025","LA","Bossier City",1,32.515887,-93.7336536
"1026","LA","Lake Charles",1,30.2305095,-93.2169807
"1027","LA","New Orleans",1,29.9559145,-90.0730259
"1028","LA","West Monroe",1,32.5184775,-92.1476353
"1029","ME","South Portland",1,43.6382443,-70.2529189
"1030","MD","Glen Burnie",1,39.1648,-76.6249437
"1031","MD","Ocean City",1,38.3348728,-75.0847659
"1032","MD","Owings Mills",1,39.4041967,-76.7956745
"1033","MD","Prince Frederick",1,38.5403996,-76.5844017
"1034","MD","Severna Park",1,39.070388,-76.5452409
"1035","MD","Silver Spring",1,38.9959461,-77.0276231
"1036","MA","East Walpole",1,42.1620431,-71.2106086
"1037","MA","North Attleborough",1,41.9841334,-71.3322798
"1038","MA","North Billerica",1,42.5852621,-71.2877645
"1039","MI","Ann Arbor",1,42.2813722,-83.7484616
"1040","MI","Battle Creek",1,42.3192548,-85.1824269
"1041","MI","Bay City",1,43.5962107,-83.8881711
"1042","MI","Benton Harbor",1,42.1167065,-86.4541894
"1043","MI","Big Rapids",1,43.698078,-85.483656
"1044","MI","Farmington Hills",1,42.4853125,-83.3771553
"1045","MI","Fort Gratiot",1,43.0414386,-82.4805061
"1046","MI","Grand Rapids",1,42.9632425,-85.6678639
"1047","MI","Madison Heights",1,42.4858692,-83.1052028
"1048","MI","Rochester Hills",1,42.6583661,-83.1499322
"1049","MI","Traverse City",1,44.7606481,-85.6165976
"1050","MN","Apple Valley",1,44.7319094,-93.21772
"1051","MN","Brooklyn Park",1,45.1004807,-93.3443585
"1052","MN","Eden Prairie",1,44.8546856,-93.470786
"1053","MN","Elk River",1,45.3038538,-93.5671825
"1054","MN","Maple Grove",1,45.0984983,-93.4419222
"1055","MN","North Branch",1,45.5113515,-92.9802176
"1056","MN","St. Cloud",1,45.5616075,-94.1642004
"1057","MS","Ocean Springs",1,30.4112904,-88.8279165
"1058","MO","Cape Girardeau",1,37.304731,-89.5176418
"1059","MO","Crystal City",1,38.2211656,-90.3790094
"1060","MO","Des Peres",1,38.6049811,-90.4426837
"1061","MO","Jefferson City",1,38.577359,-92.1724265
"1062","MO","Kansas City",3,39.100105,-94.5781416
"1063","MO","Lake Saint Louis",1,38.7850251,-90.7935034
"1064","MO","Lee's Summit",1,38.9107156,-94.3821295
"1065","MO","Saint Joseph",1,39.7686055,-94.8466322
"1066","MO","Saint Peters",1,38.791612,-90.5958468
"1067","MO","St. Louis",1,38.6280278,-90.1910154
"1068","MT","Great Falls",1,47.5048851,-111.29189
"1069","NE","Grand Island",1,40.924271,-98.338685
"1070","NV","Carson City",1,39.1663259,-119.7670374
"1071","NV","Las Vegas",10,36.1674263,-115.1484131
"1072","NV","North Las Vegas",1,36.2005191,-115.1214745
"1073","NH","West Lebanon",1,43.6482811,-72.3102794
"1074","NJ","Barnegat Township",1,39.7531754,-74.2229179
"1075","NJ","Cherry Hill",1,39.9348351,-75.0307264
"1076","NJ","Cherry Hill Township",1,39.9348351,-75.0307264
"1077","NJ","East Brunswick",1,40.4278841,-74.415984
"1078","NJ","Egg Harbor Township",1,39.3820672,-74.6171489
"1079","NJ","Lawrence Township",1,40.2877475,-74.7123373
"1080","NJ","Mt. Laurel",1,39.934002,-74.8909988
"1081","NJ","North Brunswick",1,40.4539249,-74.476545
"1082","NJ","Old Bridge",1,40.3913195,-74.3328038
"1083","NJ","Parsippany-Troy Hills",1,40.8646542,-74.4157768
"1084","NJ","Point Pleasant",1,40.0831714,-74.0681931
"1085","NJ","Rio Grande",1,39.0145573,-74.8815594
"1086","NJ","Tinton Falls",1,40.2890734,-74.0927967
"1087","NJ","Toms River",2,39.9526791,-74.1968257
"1088","NJ","Woodbridge Township",1,40.5576045,-74.2845911
"1089","NJ","Woodland Park",1,40.8893288,-74.1969657
"1090","NM","Las Cruces",1,32.3140354,-106.779807
"1091","NM","Santa Fe",1,35.6876096,-105.938456
"1092","NY","Clifton Park",1,42.8631868,-73.7812103
"1093","NY","College Point",1,40.7876014,-73.8459682
"1094","NY","East Meadow",1,40.7142296,-73.5595107
"1095","NY","Huntington Station",1,40.8534318,-73.4115091
"1096","NY","Johnson City",1,42.1157038,-75.9587873
"1097","NY","New Hartford",1,43.073653,-75.287933
"1098","NY","New York",3,40.7127281,-74.0060152
"1099","NY","Niagara Falls",1,43.08436,-79.0614686
"1100","NY","North Babylon",1,40.7164881,-73.3217861
"1101","NY","North Syracuse",1,43.13479,-76.129924
"1102","NY","Orchard Park",1,42.7670376,-78.7435517
"1103","NY","Saratoga Springs",1,43.0821793,-73.7853915
"1104","NY","Staten Island",1,40.5834557,-74.1496048
"1105","NY","The Bronx",2,40.8466508,-73.8785937
"1106","NY","Valley Stream",1,40.6631362,-73.7056955
"1107","NY","White Plains",1,41.0339862,-73.7629097
"1108","NY","Yorktown Heights",1,41.2709274,-73.7776336
"1109","NC","Fuquay Varina",1,35.5843849,-78.7998691
"1110","NC","New Bern",1,35.1068428,-77.0398762
"1111","NC","Winston Salem",2,36.0998131,-80.2440518
"1112","ND","Grand Forks",1,47.9252104,-97.0306325
"1113","OH","Middleburg Heights",1,41.3614401,-81.812912
"1114","OH","New Philadelphia",1,40.4897871,-81.4456706
"1115","OH","North Canton",1,40.875891,-81.4023356
"1116","OH","North Olmsted",1,41.4156025,-81.9234726
"1117","OH","Rocky River",1,41.4756031,-81.8393034
"1118","OH","Saint Clairsville",1,40.0806266,-80.9000916
"1119","OH","Upper Arlington",2,39.9945084,-83.0624078
"1120","OK","Del City",1,35.442007,-97.4408709
"1121","OK","Midwest City",1,35.4495097,-97.3967025
"1122","OK","Oklahoma City",5,35.4729886,-97.5170536
"1123","OR","Grants Pass",1,42.4393707,-123.3272489
"1124","PA","Bethel Park",1,40.3275697,-80.0394977
"1125","PA","Camp Hill",1,40.2398118,-76.9199742
"1126","PA","Cranberry Twp",1,40.7099343,-80.1060506
"1127","PA","Dickson City",2,41.4714693,-75.607688
"1128","PA","Fairless Hills",1,40.1795537,-74.8551644
"1129","PA","Glen Mills",1,39.919698,-75.4904323
"1130","PA","New Castle",1,40.9999202,-80.3471856
"1131","PA","North Wales",1,40.2109404,-75.2782317
"1132","PA","Plymouth Meeting",1,40.102332,-75.2743467
"1133","PA","State College",1,40.7944504,-77.8616386
"1134","PA","West Mifflin",1,40.3634026,-79.8664375
"1135","PA","Wilkes-Barre Township",1,41.2336991,-75.8536418
"1136","PA","Willow Grove",1,40.1439985,-75.1157286
"1137","RI","North Kingstown",1,41.5514283,-71.4693875
"1138","SC","Myrtle Beach",1,33.6956461,-78.8900409
"1139","SC","North Charleston",1,32.8546197,-79.9748103
"1140","SC","Rock Hill",2,34.9248667,-81.0250784
"1141","SD","Rapid City",1,44.0806041,-103.228023
"1142","SD","Sioux Falls",1,43.5476008,-96.7293629
"1143","TN","Johnson City",1,36.3167671,-82.352903
"1144","TX","Caddo Mills",1,33.065668,-96.2278201
"1145","TX","Cedar Hill",2,32.5888072,-96.9553675
"1146","TX","Cedar Park",1,30.5217116,-97.827833
"1147","TX","College Station",1,30.6183939,-96.3455991
"1148","TX","Copperas Cove",1,31.124062,-97.9030785
"1149","TX","Corpus Christi",2,27.7635302,-97.4033191
"1150","TX","Eagle Pass",1,28.7083999,-100.503941
"1151","TX","Fort Worth",4,32.753177,-97.3327459
"1152","TX","Grand Prairie",1,32.7459645,-96.9977846
"1153","TX","Highland Village",1,33.091788,-97.0466759
"1154","TX","Lake Jackson",1,29.0338575,-95.4343859
"1155","TX","Lake Worth",1,32.8048507,-97.44502
"1156","TX","New Braunfels",1,29.7028266,-98.1257348
"1157","TX","Oak Ridge North",1,30.1602158,-95.4443834
"1158","TX","Port Arthur",1,29.8716577,-93.9332302
"1159","TX","Round Rock",1,30.5085915,-97.6788056
"1160","TX","San Angelo",1,31.4649685,-100.4405094
"1161","TX","San Marcos",1,29.8826436,-97.9405828
"1162","TX","Texas City",1,29.396013,-94.9175485
"1163","TX","Universal City",1,29.5480071,-98.2911235
"1164","TX","Wichita Falls",1,33.9004572,-98.5020777
"1165","UT","American Fork",1,40.3768064,-111.7959146
"1166","UT","Salt Lake City",2,40.7596198,-111.886797
"1167","UT","Spanish Fork",1,40.1150133,-111.6547774
"1168","UT","West Jordan",1,40.6061337,-111.9395211
"1169","UT","West Valley City",1,40.6967891,-111.9866954
"1170","VT","South Burlington",1,44.4671635,-73.1715669
"1171","VA","Cave Spring",1,37.2301322,-80.0085028
"1172","VA","Colonial Heights",1,37.2555718,-77.4112016
"1173","VA","Falls Church",1,38.882334,-77.1710914
"1174","VA","Newport News",2,36.9775016,-76.42977
"1175","VA","Seven Corners",1,38.8717929,-77.1552562
"1176","VA","Virginia Beach",2,36.8496579,-75.9760751
"1177","WA","East Wenatchee",1,47.4156824,-120.293126
"1178","WA","Federal Way",1,47.313494,-122.33931
"1179","WA","Moses Lake",1,47.1301417,-119.278077
"1180","WA","Port Angeles",1,48.118146,-123.430741
"1181","WA","Spokane Valley",1,47.6571104,-117.2613936
"1182","WA","Union Gap",1,46.5573492,-120.475063
"1183","WI","Beaver Dam",1,43.4577692,-88.837329
"1184","WI","Fond du Lac",1,43.7748763,-88.4458033
"1185","WI","Green Bay",1,44.5126379,-88.0125794
"1186","WI","Stevens Point",1,44.5234467,-89.5844457
"1187","WI","Sheboygan Falls",1,43.7288923,-87.8114097
"1188","WI","West Bend",1,43.4252776,-88.1834277
"1189","WI","Wisconsin Rapids",1,44.3917589,-89.8228767
"1190","WY","Rock Springs",1,41.5860557,-109.2194544
"1191","AB","Fort McMurray",1,56.7291997,-111.3885221
"1192","AB","Grand Prairie",1,55.17108,-118.7949873
"1193","AB","Medicine Hat",1,50.04303,-110.679016
"1194","AB","Red Deer",1,52.2690628,-113.8141464
"1195","AB","Sherwood Park",1,53.5256963,-113.296631
"1196","BC","Langley Township",1,49.1202942,-122.659331
"1197","BC","North Vancouver",1,49.3206294,-123.0737925
"1198","NB","Saint John",1,45.2787992,-66.0585188
"1199","NL","Corner Brook",1,48.95317,-57.947388
"1200","NS","Sydney River",1,46.1056111,-60.2266495
"1201","ON","Greater Sudbury",1,46.49272,-80.991211
"1202","ON","Kawartha Lakes",1,44.3596825,-78.7421729
"1203","ON","Niagara Falls",1,43.1065603,-79.0639039
"1204","ON","North Bay",1,46.3092115,-79.4607617
"1205","ON","Sault Ste. Marie",1,46.5126554,-84.3330301
"1206","ON","St. Catharines",2,43.1579812,-79.2441003
"1207","ON","Thunder Bay",1,48.406414,-89.259796
"1208","QC","Pointe Claire",1,45.4566767,-73.8067442
"1209","QC","Quebec City",1,46.8137431,-71.2084061
"1210","CA","Ladera Ranch",1,33.5520801,-117.6384556
"1211","NJ","Mays Landing",1,39.4523326,-74.727661
"1212","NL","St. John's",1,47.5646794,-52.7066964
